Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Venezuela, RB",VEN,"Population ages 15-64, female (% of female population)",SP.POP.1564.FE.ZS,51.56895393,51.38628615,51.31327131,51.31299647,51.34118833,51.38222269,51.41515243,51.45975398,51.54169257,51.70284801,51.95994465,52.21843216,52.58085841,53.00939639,53.44588536,53.85741009,54.27675334,54.63850826,54.97231974,55.32434554,55.71133125,56.01171125,56.38153507,56.77485555,57.12695015,57.41000655,57.67334217,57.86146368,58.01498266,58.19871629,58.44405107,58.65542563,58.95304449,59.30278276,59.65327371,59.98136918,60.339067,60.66240294,60.97397551,61.30726226,61.67270314,62.02110018,62.39364146,62.77601116,63.14381297,63.48252159,63.76393492,64.03030323,64.27428494,64.48939894,64.67364707,64.84546498,64.97129122,65.0772492,65.21179746,65.40787315,65.31662888,65.27907038,65.26727638,
"Venezuela, RB",VEN,"Population ages 15-64, female",SP.POP.1564.FE.IN,2060256,2128699,2202888,2281755,2363678,2448105,2534167,2622758,2714923,2812639,2916943,3022675,3136168,3256198,3380239,3506795,3638198,3769857,3903237,4041044,4184286,4323588,4470931,4623430,4776442,4927686,5081206,5231501,5381036,5534662,5694831,5852132,6018666,6191561,6365916,6539388,6717383,6892680,7067987,7247646,7433310,7619183,7809872,8002964,8194309,8381020,8556361,8724945,8888937,9052127,9216114,9391244,9568304,9726752,9840880,9895305,9822306,9689600,9540719,
"Venezuela, RB",VEN,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,10.10518502,10.09691583,10.11427583,10.148907,10.19093283,10.2369809,10.28319165,10.32934285,10.38653094,10.47189035,10.5920142,10.72563709,10.89150948,11.06620914,11.2160876,11.32254538,11.3966952,11.42481434,11.42179391,11.40914574,11.39691961,11.36074858,11.33481037,11.3032603,11.24200027,11.14137346,11.01397283,10.84956806,10.67765426,10.5391334,10.45411723,10.39703913,10.39442196,10.42272876,10.44540033,10.44221814,10.41686587,10.36734806,10.31200446,10.27567631,10.26798964,10.26207915,10.28143547,10.30893807,10.31523165,10.28221765,10.19386538,10.07348694,9.935509834,9.799579775,9.676748494,9.547807099,9.424545236,9.314354432,9.226193482,9.165407517,8.94962678,8.847356662,8.870822519,
"Venezuela, RB",VEN,"Population ages 15-19, female (% of female population)",SP.POP.1519.FE.5Y,10.08929336,10.08419225,10.11087766,10.15591882,10.20221053,10.2429426,10.27924866,10.30716844,10.34258675,10.40953279,10.51773548,10.64556169,10.81053485,10.98628497,11.13499492,11.2358284,11.30467136,11.32315463,11.30735759,11.28134773,11.25665837,11.21397318,11.18128543,11.1418475,11.07106588,10.95958335,10.82841486,10.65811846,10.47835456,10.3309064,10.2368486,10.18050773,10.1769482,10.20130949,10.21661374,10.20326137,10.17977088,10.12681433,10.06142181,10.00944354,9.98296003,9.974208829,9.986293945,10.00084481,9.989800586,9.937806055,9.850189376,9.729206892,9.586663939,9.440880828,9.303415408,9.175783516,9.051417213,8.935696625,8.835891681,8.756321548,8.52465955,8.390893289,8.36441336,
"Venezuela, RB",VEN,"Population ages 10-14, male (% of male population)",SP.POP.1014.MA.5Y,12.22644165,12.24529978,12.28421308,12.33966471,12.41426448,12.51283286,12.63717031,12.78042328,12.93077498,13.06503345,13.159716,13.20654034,13.22881087,13.22810596,13.20749195,13.16934629,13.1284795,13.06590684,12.986681,12.88672869,12.75470841,12.57760855,12.38852181,12.1953544,12.02138146,11.8915514,11.81728203,11.77737962,11.76096683,11.74508369,11.70822904,11.64241684,11.56891839,11.49010491,11.41967392,11.37286104,11.35959863,11.36077886,11.36568977,11.35002612,11.2900158,11.18346932,11.04334145,10.8798665,10.7127468,10.55739543,10.40669531,10.27087588,10.14698827,10.03300893,9.930325793,9.832577864,9.749205807,9.680292519,9.624764644,9.579572659,9.557869182,9.577980842,9.611932939,
"Venezuela, RB",VEN,"Population ages 10-14, female (% of female population)",SP.POP.1014.FE.5Y,12.25767469,12.2610918,12.27860574,12.30891325,12.36035375,12.4431105,12.56151304,12.70292728,12.85341509,12.98633236,13.07577427,13.11396254,13.1244374,13.10961003,13.07451648,13.02331653,12.97210584,12.89925318,12.80987126,12.69955771,12.55690414,12.37057549,12.17136371,11.96764071,11.78378302,11.64580974,11.56778641,11.5242428,11.50420247,11.48378434,11.4406881,11.36975695,11.28801806,11.19905952,11.11773101,11.05977262,11.03622778,11.02471767,11.01609576,10.98720199,10.91512223,10.8021165,10.65420446,10.48278602,10.30761914,10.14377346,9.990999201,9.848058199,9.713145435,9.585702079,9.468606234,9.368557416,9.27733493,9.194629206,9.120108091,9.052852367,8.99654414,8.975655924,8.965350468,
"Venezuela, RB",VEN,"Population ages 05-09, male (% of male population)",SP.POP.0509.MA.5Y,14.94545171,15.04329584,15.18079627,15.3358902,15.46792226,15.53222434,15.58748657,15.58002944,15.51192893,15.40481776,15.28531288,15.19493231,15.10571841,15.00740291,14.88133809,14.71183099,14.54383492,14.32169172,14.06121504,13.80107277,13.58411848,13.4306823,13.35178831,13.33218068,13.32778352,13.2850873,13.22382634,13.12057285,12.9822416,12.83596164,12.71335697,12.62606383,12.57709982,12.55436088,12.52600314,12.45420139,12.35443339,12.19678575,11.98744336,11.75451517,11.53614395,11.3500248,11.1804119,11.02808747,10.88660303,10.74589376,10.62088026,10.51453048,10.42379273,10.34066779,10.25491206,10.16743324,10.07275942,9.972058885,9.873610811,9.785842696,9.783820583,9.82716596,9.902908904,
"Venezuela, RB",VEN,"Population ages 05-09, female (% of female population)",SP.POP.0509.FE.5Y,14.90986812,14.98741232,15.11651471,15.27331164,15.41068211,15.47604156,15.52355294,15.50263258,15.41700167,15.29210273,15.15875431,15.05247019,14.94979687,14.84050032,14.70495925,14.52614394,14.3452863,14.10985397,13.83656453,13.56514634,13.33947217,13.17639743,13.08991413,13.0648302,13.05619918,13.00939648,12.94096015,12.82911425,12.68125919,12.52541025,12.39439606,12.29673649,12.23666674,12.2029682,12.16490044,12.08565076,11.97475802,11.80819934,11.59261482,11.35553733,11.1340997,10.94115797,10.76430188,10.60487936,10.45712732,10.31154994,10.17590385,10.05770471,9.955442967,9.862271628,9.768728633,9.668766271,9.561305807,9.44929286,9.341009193,9.244264494,9.208165504,9.212129424,9.245520234,
"Venezuela, RB",VEN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,46.03655365,46.21555134,46.28846189,46.28893134,46.25674665,46.20480345,46.15051675,46.07968632,45.96730737,45.77243914,45.47826668,45.18014515,44.77523568,44.30090677,43.81476724,43.34937715,42.87684067,42.46188105,42.07319777,41.66269104,41.21231849,40.8564276,40.42844693,39.97462406,39.56089054,39.21515723,38.89185016,38.64712525,38.43795289,38.19620732,37.88837124,37.61895277,37.26013287,36.84596506,36.42892337,36.03161157,35.60315202,35.21154871,34.83042578,34.42245464,33.97474567,33.54106016,33.08001607,32.60378284,32.13590596,31.68955186,31.30131574,30.92530317,30.56590082,30.22690336,29.90748574,29.59559433,29.32718505,29.07082157,28.76908833,28.38039868,28.21715201,27.97061976,27.66665058,
"Venezuela, RB",VEN,"Population ages 0-14, total",SP.POP.0014.TO,3748223,3900251,4046897,4190368,4333839,4478298,4625478,4773738,4919555,5057059,5182882,5306835,5416771,5517110,5615719,5717570,5819334,5929538,6043700,6154109,6257106,6372739,6475656,6573081,6676574,6791877,6911860,7046426,7187454,7320865,7438497,7560024,7659820,7743880,7822947,7902123,7969997,8041523,8111506,8171836,8219322,8266688,8303219,8330796,8354241,8376324,8404464,8426406,8447141,8472906,8505671,8549684,8611180,8658329,8643711,8537343,8421742,8220680,7987416,
"Venezuela, RB",VEN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,46.04980402,46.24578574,46.3412184,46.36627626,46.35524872,46.31910387,46.28463969,46.22848149,46.12775389,45.94483272,45.66429356,45.38496233,45.00035626,44.54673974,44.07962722,43.63073505,43.17687845,42.77784973,42.40310018,42.00587064,41.56870494,41.2264528,40.81293871,40.37342381,39.97272301,39.6384627,39.32806126,39.09493384,38.89633002,38.66482529,38.36707996,38.11000873,37.76359421,37.36144623,36.95547996,36.56823276,36.15331446,35.77534312,35.4070308,35.01052484,34.57292824,34.15118552,33.70202008,33.23684169,32.7792618,32.34267468,31.96798364,31.60685986,31.26284574,30.93931314,30.63522727,30.3384748,30.08789608,29.85056528,29.56644352,29.1913832,29.07674158,28.87460046,28.61127855,
"Venezuela, RB",VEN,"Population ages 0-14, male",SP.POP.0014.MA.IN,1909544,1987051,2062072,2135583,2208936,2282503,2357628,2433018,2506979,2576703,2640566,2703774,2759974,2811361,2861805,2913770,2965888,3022146,3080313,3136575,3189133,3248153,3300867,3350868,3403918,3462895,3524455,3593334,3665432,3733681,3793964,3856421,3907939,3951462,3992308,4033007,4068305,4105358,4141473,4172555,4197018,4221649,4240830,4255373,4267656,4279051,4293743,4305276,4316192,4329770,4347064,4370521,4403507,4428959,4421511,4365050,4305740,4200406,4077758,
"Venezuela, RB",VEN,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,46.02289879,46.18423997,46.23377017,46.20887181,46.15469828,46.08653584,46.01190586,45.92609161,45.80181018,45.59474589,45.28658855,44.96929701,44.54376408,44.04844989,43.54290492,43.060744,42.56939973,42.1384213,41.7357382,41.31188599,40.84829064,40.47880089,40.03634655,39.56825141,39.141448,38.78429778,38.44813809,38.19189161,37.97224313,37.7203852,37.4025523,37.120927,36.74983659,36.32390159,35.89593057,35.48876129,35.04717533,34.64225167,34.2487123,33.8296691,33.37222321,32.9271791,32.45487612,31.96813917,31.49056778,31.03504301,30.63409954,30.24408734,29.87021185,29.51664839,29.18281909,28.85694358,28.57192623,28.29772871,27.97970623,27.57881374,27.37070247,27.0840713,26.74426515,
"Venezuela, RB",VEN,"Population ages 0-14, female",SP.POP.0014.FE.IN,1838682,1913202,1984825,2054787,2124899,2195793,2267850,2340723,2412578,2480357,2542313,2603058,2656799,2705756,2753915,2803797,2853449,2907396,2963391,3017535,3067974,3124591,3174793,3222219,3272656,3328981,3387404,3453092,3522022,3587186,3644532,3703605,3751884,3792430,3830644,3869115,3901706,3936177,3970046,3999289,4022300,4045046,4062408,4075440,4086599,4097274,4110732,4121143,4130959,4143138,4158606,4179207,4207780,4229512,4222318,4172292,4116003,4020183,3909456,
"Venezuela, RB",VEN,"Population ages 00-04, male (% of male population)",SP.POP.0004.MA.5Y,18.87791066,18.95719012,18.87620905,18.69072135,18.47306198,18.27404668,18.05998281,17.86802877,17.68504998,17.47498151,17.21926467,16.98348968,16.66582698,16.31123087,15.99079717,15.74955778,15.50456402,15.39025117,15.35520414,15.31806918,15.22987805,15.21816195,15.07262859,14.84588873,14.62355803,14.46182399,14.28695289,14.19698136,14.15312159,14.08377996,13.94549396,13.84152805,13.61757599,13.31698043,13.0098029,12.74117033,12.43928245,12.21777851,12.05389768,11.90598355,11.74676849,11.6176914,11.47826673,11.32888772,11.17991197,11.03938549,10.94040807,10.8214535,10.69206475,10.56563642,10.44998941,10.33846369,10.26593085,10.19821388,10.06806806,9.825967849,9.735051811,9.469453659,9.096436707,
"Venezuela, RB",VEN,"Population ages 00-04, female (% of female population)",SP.POP.0004.FE.5Y,18.85535597,18.93573585,18.83864972,18.62664691,18.38366242,18.16738378,17.92683988,17.72053175,17.53139342,17.3163108,17.05205998,16.80286429,16.46952981,16.09833954,15.76342919,15.51128353,15.25200759,15.12931414,15.08930241,15.04718194,14.95191433,14.93182797,14.77506871,14.5357805,14.3014658,14.12909156,13.93939153,13.83853456,13.78678147,13.71119061,13.56746814,13.45443356,13.2251518,12.92187387,12.61329912,12.34333792,12.03618952,11.80933466,11.64000172,11.48692978,11.32300127,11.18390463,11.03636978,10.8804738,10.72582132,10.57971962,10.46719649,10.33832443,10.20162345,10.06867468,9.94548422,9.819619892,9.733285491,9.653806643,9.518588947,9.281696875,9.165992821,8.896285948,8.533394446,
"Venezuela, RB",VEN,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),SP.MTR.1519.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Women who were first married by age 18 (% of women ages 20-24),SP.M18.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Women who were first married by age 15 (% of women ages 20-24),SP.M15.2024.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Wanted fertility rate (births per woman),SP.DYN.WFRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,52.3523332,53.2019426,54.051552,54.7028186,55.3540852,56.0053518,56.6566184,57.307885,57.9574654,58.6070458,59.2566262,59.9062066,60.555787,61.0300726,61.5043582,61.9786438,62.4529294,62.927215,63.303376,63.679537,64.055698,64.431859,64.80802,65.1011288,65.3942376,65.6873464,65.9804552,66.273564,66.4688254,66.6640868,66.8593482,67.0546096,67.249871,67.4108318,67.5717926,67.7327534,67.8937142,68.054675,68.3284412,68.6022074,68.8759736,69.1497398,69.423506,69.5375936,69.6516812,69.7657688,69.8798564,69.993944,70.0475236,70.1011032,70.1546828,70.2082624,70.261842,70.0787528,69.8956636,69.7125744,69.5294852,69.346396,,
"Venezuela, RB",VEN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,58.7074612,59.6935856,60.67971,61.677992,62.676274,63.674556,64.672838,65.67112,66.6977528,67.7243856,68.7510184,69.7776512,70.804284,71.4397806,72.0752772,72.7107738,73.3462704,73.981767,74.4074396,74.8331122,75.2587848,75.6844574,76.11013,76.4120868,76.7140436,77.0160004,77.3179572,77.619914,77.899015,78.178116,78.457217,78.736318,79.015419,79.371708,79.727997,80.084286,80.440575,80.796864,81.2382324,81.6796008,82.1209692,82.5623376,83.003706,83.119879,83.236052,83.352225,83.468398,83.584571,83.5956166,83.6066622,83.6177078,83.6287534,83.639799,83.4384054,83.2370118,83.0356182,82.8342246,82.632831,,
"Venezuela, RB",VEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.358,6.298,6.231,6.155,6.071,5.977,5.87,5.748,5.614,5.469,5.321,5.174,5.035,4.906,4.791,4.686,4.589,4.494,4.397,4.298,4.2,4.104,4.014,3.933,3.861,3.794,3.73,3.665,3.597,3.524,3.448,3.37,3.292,3.218,3.147,3.082,3.022,2.967,2.915,2.867,2.822,2.779,2.739,2.701,2.664,2.629,2.595,2.562,2.53,2.5,2.471,2.444,2.417,2.39,2.365,2.34,2.317,2.294,,
"Venezuela, RB",VEN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,58.226,58.734,59.219,59.678,60.112,60.53,60.941,61.353,61.77,62.192,62.615,63.03,63.425,63.796,64.137,64.449,64.735,65.001,65.254,65.496,65.731,65.963,66.191,66.414,66.631,66.842,67.044,67.234,67.409,67.567,67.705,67.819,67.91,67.982,68.039,68.091,68.149,68.219,68.306,68.411,68.531,68.66,68.789,68.907,69.013,69.104,69.186,69.26,69.326,69.379,69.405,69.388,69.321,69.205,69.05,68.871,68.687,68.523,,
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.831,60.377,60.907,61.422,61.923,62.416,62.91,63.409,63.916,64.427,64.935,65.428,65.896,66.331,66.729,67.092,67.42,67.723,68.009,68.281,68.542,68.795,69.038,69.272,69.497,69.715,69.923,70.123,70.312,70.491,70.658,70.811,70.951,71.079,71.2,71.321,71.451,71.596,71.756,71.93,72.112,72.294,72.466,72.618,72.746,72.852,72.938,73.01,73.071,73.116,73.134,73.11,73.037,72.918,72.762,72.584,72.405,72.246,,
"Venezuela, RB",VEN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,61.585,62.173,62.756,63.335,63.911,64.491,65.08,65.681,66.29,66.902,67.505,68.086,68.635,69.142,69.603,70.018,70.391,70.732,71.049,71.347,71.63,71.897,72.149,72.387,72.613,72.829,73.038,73.24,73.439,73.634,73.828,74.019,74.207,74.394,74.582,74.776,74.985,75.211,75.451,75.701,75.951,76.191,76.408,76.594,76.746,76.862,76.95,77.016,77.066,77.099,77.105,77.071,76.991,76.867,76.709,76.531,76.353,76.194,,
"Venezuela, RB",VEN,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3,,,,,,,,,,20.6,,,,,,,,,,16.3,,,,,18.5,,,23.1,
