Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Asylum-seekers (pending cases),Returned refugees,Internally displaced persons (IDPs),Returned IDPs,Stateless persons,Others of concern,Total Population
#date+year,#country+residence,#country+origin,#affected+refugees,#affected+asylum,#affected+returned_refugees,#affected+idps,#affected+returned_idps,#affected+stateless,#affected+others,#affected+total
2017,Venezuela (Bolivarian Republic of),Ecuador,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Ethiopia,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Gambia,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Ghana,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Haiti,7,,,,,,,7
2017,Venezuela (Bolivarian Republic of),Honduras,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Iraq,18,,,,,,,18
2017,Venezuela (Bolivarian Republic of),Lebanon,12,,,,,,,12
2017,Venezuela (Bolivarian Republic of),Liberia,9,,,,,,,9
2017,Venezuela (Bolivarian Republic of),Libya,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Nigeria,7,,,,,,,7
2017,Venezuela (Bolivarian Republic of),Pakistan,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Palestinian,7,,,,,,,7
2017,Venezuela (Bolivarian Republic of),Peru,4,,,,,,,4
2017,Venezuela (Bolivarian Republic of),Rwanda,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Sierra Leone,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Spain,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Stateless,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Turkey,6,,,,,,,6
2017,Venezuela (Bolivarian Republic of),United States of America,*,,,,,,,*
2017,Venezuela (Bolivarian Republic of),Western Sahara,11,,,,,,,11
2018,Venezuela (Bolivarian Republic of),Afghanistan,10,,,,,,,10
2018,Venezuela (Bolivarian Republic of),Burundi,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Chile,10,,,,,,,10
2018,Venezuela (Bolivarian Republic of),Côte d'Ivoire,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Congo,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Colombia,67156,142,,,,,,67298
2018,Venezuela (Bolivarian Republic of),Algeria,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Ecuador,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Western Sahara,11,,,,,,,11
2018,Venezuela (Bolivarian Republic of),Spain,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Ethiopia,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Ghana,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Gambia,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Honduras,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Haiti,7,,,,,,,7
2018,Venezuela (Bolivarian Republic of),Iraq,18,,,,,,,18
2018,Venezuela (Bolivarian Republic of),Lebanon,12,,,,,,,12
2018,Venezuela (Bolivarian Republic of),Liberia,9,,,,,,,9
2018,Venezuela (Bolivarian Republic of),Libya,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Nigeria,7,,,,,,,7
2018,Venezuela (Bolivarian Republic of),Pakistan,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Peru,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Palestinian,7,,,,,,,7
2018,Venezuela (Bolivarian Republic of),Rwanda,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Sierra Leone,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Serbia and Kosovo (S/RES/1244 (1999)),*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Syrian Arab Rep.,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Turkey,6,,,,,,,6
2018,Venezuela (Bolivarian Republic of),United States of America,*,,,,,,,*
2018,Venezuela (Bolivarian Republic of),Venezuela (Bolivarian Republic of),,,*,,,,,*
2018,Venezuela (Bolivarian Republic of),Stateless,*,,,,,,,*
